model,seed,tok_len,is_perfect,answer,predict,answer_tok,predict_tok
GRU,2,16,0,Nc1nc(N)sc(=S)n1,Nc1nc(N)c(C(=S)c2nc(=N)[nH]c(Cl)c2)s1,"['N', 'c', '1', 'n', 'c', '(', 'N', ')', 's', 'c', '(', '=', 'S', ')', 'n', '1']","['N', 'c', '1', 'n', 'c', '(', 'N', ')', 'c', '(', 'C', '(', '=', 'S', ')', 'c', '2', 'n', 'c', '(', '=', 'N', ')', '[', 'n', 'H', ']', 'c', '(', 'C', 'l', ')', 'c', '2', ')', 's', '1']"
GRU,2,16,1,CNCc1cccc(C#N)n1,CNCc1cccc(C#N)n1,"['C', 'N', 'C', 'c', '1', 'c', 'c', 'c', 'c', '(', 'C', '#', 'N', ')', 'n', '1']","['C', 'N', 'C', 'c', '1', 'c', 'c', 'c', 'c', '(', 'C', '#', 'N', ')', 'n', '1']"
GRU,2,16,0,CC(C)/C=C/C=C/CO,CC(C)/C=C/C=C/C(=O)O,"['C', 'C', '(', 'C', ')', '/', 'C', '=', 'C', '/', 'C', '=', 'C', '/', 'C', 'O']","['C', 'C', '(', 'C', ')', '/', 'C', '=', 'C', '/', 'C', '=', 'C', '/', 'C', '(', '=', 'O', ')', 'O']"
GRU,2,16,0,COC1CCC(NCCO)CC1,COC1CCC(NCCO)(CC)CC1,"['C', 'O', 'C', '1', 'C', 'C', 'C', '(', 'N', 'C', 'C', 'O', ')', 'C', 'C', '1']","['C', 'O', 'C', '1', 'C', 'C', 'C', '(', 'N', 'C', 'C', 'O', ')', '(', 'C', 'C', ')', 'C', 'C', '1']"
GRU,2,16,0,COc1cc(C)c(C)nn1,COc1cc(C)c(C)c([N+](=O)[O-])n1,"['C', 'O', 'c', '1', 'c', 'c', '(', 'C', ')', 'c', '(', 'C', ')', 'n', 'n', '1']","['C', 'O', 'c', '1', 'c', 'c', '(', 'C', ')', 'c', '(', 'C', ')', 'c', '(', '[', 'N', '+', ']', '(', '=', 'O', ')', '[', 'O', '-', ']', ')', 'n', '1']"
GRU,2,16,1,CONC(=O)NCCC(F)F,CONC(=O)NCCC(F)F,"['C', 'O', 'N', 'C', '(', '=', 'O', ')', 'N', 'C', 'C', 'C', '(', 'F', ')', 'F']","['C', 'O', 'N', 'C', '(', '=', 'O', ')', 'N', 'C', 'C', 'C', '(', 'F', ')', 'F']"
GRU,2,16,0,C1=CC2=NCCC2=CN1,C1=C2CCN=C2C(=N)NC1,"['C', '1', '=', 'C', 'C', '2', '=', 'N', 'C', 'C', 'C', '2', '=', 'C', 'N', '1']","['C', '1', '=', 'C', '2', 'C', 'C', 'N', '=', 'C', '2', 'C', '(', '=', 'N', ')', 'N', 'C', '1']"
GRU,2,16,0,COc1c(Cl)cccc1Cl,COc1c(Cl)cccc1[C@@H]1CC(=O)N[C@H]1C,"['C', 'O', 'c', '1', 'c', '(', 'C', 'l', ')', 'c', 'c', 'c', 'c', '1', 'C', 'l']","['C', 'O', 'c', '1', 'c', '(', 'C', 'l', ')', 'c', 'c', 'c', 'c', '1', '[', 'C', '@@', 'H', ']', '1', 'C', 'C', '(', '=', 'O', ')', 'N', '[', 'C', '@', 'H', ']', '1', 'C']"
GRU,2,16,0,C#CC1CCC(C=O)CC1,C#CC1CCC(C=O)[C@@H](C(=O)O)C1,"['C', '#', 'C', 'C', '1', 'C', 'C', 'C', '(', 'C', '=', 'O', ')', 'C', 'C', '1']","['C', '#', 'C', 'C', '1', 'C', 'C', 'C', '(', 'C', '=', 'O', ')', '[', 'C', '@@', 'H', ']', '(', 'C', '(', '=', 'O', ')', 'O', ')', 'C', '1']"
GRU,2,16,1,N#CCCCCNC1CCOCC1,N#CCCCCNC1CCOCC1,"['N', '#', 'C', 'C', 'C', 'C', 'C', 'N', 'C', '1', 'C', 'C', 'O', 'C', 'C', '1']","['N', '#', 'C', 'C', 'C', 'C', 'C', 'N', 'C', '1', 'C', 'C', 'O', 'C', 'C', '1']"
GRU,2,16,1,CC(=O)Nc1ccccc1F,CC(=O)Nc1ccccc1F,"['C', 'C', '(', '=', 'O', ')', 'N', 'c', '1', 'c', 'c', 'c', 'c', 'c', '1', 'F']","['C', 'C', '(', '=', 'O', ')', 'N', 'c', '1', 'c', 'c', 'c', 'c', 'c', '1', 'F']"
GRU,2,16,1,CCCn1ccc(COCC)n1,CCCn1ccc(COCC)n1,"['C', 'C', 'C', 'n', '1', 'c', 'c', 'c', '(', 'C', 'O', 'C', 'C', ')', 'n', '1']","['C', 'C', 'C', 'n', '1', 'c', 'c', 'c', '(', 'C', 'O', 'C', 'C', ')', 'n', '1']"
GRU,2,16,1,CCCSc1cccc(CO)c1,CCCSc1cccc(CO)c1,"['C', 'C', 'C', 'S', 'c', '1', 'c', 'c', 'c', 'c', '(', 'C', 'O', ')', 'c', '1']","['C', 'C', 'C', 'S', 'c', '1', 'c', 'c', 'c', 'c', '(', 'C', 'O', ')', 'c', '1']"
GRU,2,16,0,C=C(C)Cc1sccc1Br,C=C(C)Cc1sccc1[N+](=O)[O-],"['C', '=', 'C', '(', 'C', ')', 'C', 'c', '1', 's', 'c', 'c', 'c', '1', 'B', 'r']","['C', '=', 'C', '(', 'C', ')', 'C', 'c', '1', 's', 'c', 'c', 'c', '1', '[', 'N', '+', ']', '(', '=', 'O', ')', '[', 'O', '-', ']']"
GRU,2,16,1,C=Cc1ccc2ncsc2c1,C=Cc1ccc2ncsc2c1,"['C', '=', 'C', 'c', '1', 'c', 'c', 'c', '2', 'n', 'c', 's', 'c', '2', 'c', '1']","['C', '=', 'C', 'c', '1', 'c', 'c', 'c', '2', 'n', 'c', 's', 'c', '2', 'c', '1']"
GRU,2,16,0,Cc1ncc(C(=N)N)s1,Cc1ncc(C(=N)N)c2[nH]ccc12,"['C', 'c', '1', 'n', 'c', 'c', '(', 'C', '(', '=', 'N', ')', 'N', ')', 's', '1']","['C', 'c', '1', 'n', 'c', 'c', '(', 'C', '(', '=', 'N', ')', 'N', ')', 'c', '2', '[', 'n', 'H', ']', 'c', 'c', 'c', '1', '2']"
GRU,2,16,0,CCCCCCn1cnc(C)n1,CCCCCCn1cc(C)c([N+](=O)[O-])n1,"['C', 'C', 'C', 'C', 'C', 'C', 'n', '1', 'c', 'n', 'c', '(', 'C', ')', 'n', '1']","['C', 'C', 'C', 'C', 'C', 'C', 'n', '1', 'c', 'c', '(', 'C', ')', 'c', '(', '[', 'N', '+', ']', '(', '=', 'O', ')', '[', 'O', '-', ']', ')', 'n', '1']"
GRU,2,16,1,O=C(O)C#Cc1csnn1,O=C(O)C#Cc1csnn1,"['O', '=', 'C', '(', 'O', ')', 'C', '#', 'C', 'c', '1', 'c', 's', 'n', 'n', '1']","['O', '=', 'C', '(', 'O', ')', 'C', '#', 'C', 'c', '1', 'c', 's', 'n', 'n', '1']"
GRU,2,16,0,Fc1ccc(I)c(F)c1I,Fc1ccc(I)c(F)c1[C@@H]1CC[C@@H](C(=O)I)[C@@H]1F,"['F', 'c', '1', 'c', 'c', 'c', '(', 'I', ')', 'c', '(', 'F', ')', 'c', '1', 'I']","['F', 'c', '1', 'c', 'c', 'c', '(', 'I', ')', 'c', '(', 'F', ')', 'c', '1', '[', 'C', '@@', 'H', ']', '1', 'C', 'C', '[', 'C', '@@', 'H', ']', '(', 'C', '(', '=', 'O', ')', 'I', ')', '[', 'C', '@@', 'H', ']', '1', 'F']"
GRU,2,16,1,CCCNc1cc(CF)ncn1,CCCNc1cc(CF)ncn1,"['C', 'C', 'C', 'N', 'c', '1', 'c', 'c', '(', 'C', 'F', ')', 'n', 'c', 'n', '1']","['C', 'C', 'C', 'N', 'c', '1', 'c', 'c', '(', 'C', 'F', ')', 'n', 'c', 'n', '1']"
GRU,2,16,0,O=C1CCCC2(CC2)C1,O=C1CCCC2(CC1)C[C@@H]2C(=O)O,"['O', '=', 'C', '1', 'C', 'C', 'C', 'C', '2', '(', 'C', 'C', '2', ')', 'C', '1']","['O', '=', 'C', '1', 'C', 'C', 'C', 'C', '2', '(', 'C', 'C', '1', ')', 'C', '[', 'C', '@@', 'H', ']', '2', 'C', '(', '=', 'O', ')', 'O']"
GRU,2,16,1,CON=CCSCc1ccccc1,CON=CCSCc1ccccc1,"['C', 'O', 'N', '=', 'C', 'C', 'S', 'C', 'c', '1', 'c', 'c', 'c', 'c', 'c', '1']","['C', 'O', 'N', '=', 'C', 'C', 'S', 'C', 'c', '1', 'c', 'c', 'c', 'c', 'c', '1']"
GRU,2,16,1,OCc1ccc2ccccc2n1,OCc1ccc2ccccc2n1,"['O', 'C', 'c', '1', 'c', 'c', 'c', '2', 'c', 'c', 'c', 'c', 'c', '2', 'n', '1']","['O', 'C', 'c', '1', 'c', 'c', 'c', '2', 'c', 'c', 'c', 'c', 'c', '2', 'n', '1']"
GRU,2,16,0,OCc1c(Cl)cccc1Cl,OCc1c(Cl)cccc1[N+](=O)[O-],"['O', 'C', 'c', '1', 'c', '(', 'C', 'l', ')', 'c', 'c', 'c', 'c', '1', 'C', 'l']","['O', 'C', 'c', '1', 'c', '(', 'C', 'l', ')', 'c', 'c', 'c', 'c', '1', '[', 'N', '+', ']', '(', '=', 'O', ')', '[', 'O', '-', ']']"
GRU,2,16,0,CCCCCC[C@@H](C)NC,CCCCCC[C@@H](C)N[C@@H](C)C(F)(F)F,"['C', 'C', 'C', 'C', 'C', 'C', '[', 'C', '@@', 'H', ']', '(', 'C', ')', 'N', 'C']","['C', 'C', 'C', 'C', 'C', 'C', '[', 'C', '@@', 'H', ']', '(', 'C', ')', 'N', '[', 'C', '@@', 'H', ']', '(', 'C', ')', 'C', '(', 'F', ')', '(', 'F', ')', 'F']"
GRU,2,16,0,N#Cc1nc(Br)ccc1F,N#Cc1nc([N+](=O)[O-])ccc1Br,"['N', '#', 'C', 'c', '1', 'n', 'c', '(', 'B', 'r', ')', 'c', 'c', 'c', '1', 'F']","['N', '#', 'C', 'c', '1', 'n', 'c', '(', '[', 'N', '+', ']', '(', '=', 'O', ')', '[', 'O', '-', ']', ')', 'c', 'c', 'c', '1', 'B', 'r']"
GRU,2,16,1,CCn1c(Cl)cccc1=O,CCn1c(Cl)cccc1=O,"['C', 'C', 'n', '1', 'c', '(', 'C', 'l', ')', 'c', 'c', 'c', 'c', '1', '=', 'O']","['C', 'C', 'n', '1', 'c', '(', 'C', 'l', ')', 'c', 'c', 'c', 'c', '1', '=', 'O']"
GRU,2,16,1,C=CCN(C)Cc1cscn1,C=CCN(C)Cc1cscn1,"['C', '=', 'C', 'C', 'N', '(', 'C', ')', 'C', 'c', '1', 'c', 's', 'c', 'n', '1']","['C', '=', 'C', 'C', 'N', '(', 'C', ')', 'C', 'c', '1', 'c', 's', 'c', 'n', '1']"
GRU,2,16,0,C#Cc1cccc(C#C)n1,C#Cc1cccc(C(=O)[C@@H]2CCC[C@@H]2C#N)n1,"['C', '#', 'C', 'c', '1', 'c', 'c', 'c', 'c', '(', 'C', '#', 'C', ')', 'n', '1']","['C', '#', 'C', 'c', '1', 'c', 'c', 'c', 'c', '(', 'C', '(', '=', 'O', ')', '[', 'C', '@@', 'H', ']', '2', 'C', 'C', 'C', '[', 'C', '@@', 'H', ']', '2', 'C', '#', 'N', ')', 'n', '1']"
GRU,2,16,0,CN[C@@H]1CCN(C)C1,CN[C@@H]1CCN(C)[C@@H](C(=O)O)C1,"['C', 'N', '[', 'C', '@@', 'H', ']', '1', 'C', 'C', 'N', '(', 'C', ')', 'C', '1']","['C', 'N', '[', 'C', '@@', 'H', ']', '1', 'C', 'C', 'N', '(', 'C', ')', '[', 'C', '@@', 'H', ']', '(', 'C', '(', '=', 'O', ')', 'O', ')', 'C', '1']"
GRU,2,16,0,CC(C)Cc1ncccc1Br,CC(C)Cc1ncccc1[N+](=O)[O-],"['C', 'C', '(', 'C', ')', 'C', 'c', '1', 'n', 'c', 'c', 'c', 'c', '1', 'B', 'r']","['C', 'C', '(', 'C', ')', 'C', 'c', '1', 'n', 'c', 'c', 'c', 'c', '1', '[', 'N', '+', ']', '(', '=', 'O', ')', '[', 'O', '-', ']']"
GRU,2,16,0,O=CNC[C@H]1CCCO1,O=CNC[C@H]1CCCO[C@@H]1C(F)(F)F,"['O', '=', 'C', 'N', 'C', '[', 'C', '@', 'H', ']', '1', 'C', 'C', 'C', 'O', '1']","['O', '=', 'C', 'N', 'C', '[', 'C', '@', 'H', ']', '1', 'C', 'C', 'C', 'O', '[', 'C', '@@', 'H', ']', '1', 'C', '(', 'F', ')', '(', 'F', ')', 'F']"
GRU,2,16,1,COCCCCCSc1ncccn1,COCCCCCSc1ncccn1,"['C', 'O', 'C', 'C', 'C', 'C', 'C', 'S', 'c', '1', 'n', 'c', 'c', 'c', 'n', '1']","['C', 'O', 'C', 'C', 'C', 'C', 'C', 'S', 'c', '1', 'n', 'c', 'c', 'c', 'n', '1']"
GRU,2,16,0,CCCN1C(=O)CSC1=S,CCCN1C(=O)CSC(=S)[C@H]1CC(=O)c1ccc([N+](=O)[O-])cc1,"['C', 'C', 'C', 'N', '1', 'C', '(', '=', 'O', ')', 'C', 'S', 'C', '1', '=', 'S']","['C', 'C', 'C', 'N', '1', 'C', '(', '=', 'O', ')', 'C', 'S', 'C', '(', '=', 'S', ')', '[', 'C', '@', 'H', ']', '1', 'C', 'C', '(', '=', 'O', ')', 'c', '1', 'c', 'c', 'c', '(', '[', 'N', '+', ']', '(', '=', 'O', ')', '[', 'O', '-', ']', ')', 'c', 'c', '1']"
GRU,2,16,0,CN(CCCCC#N)C1CC1,CN(CCCCC#N)C1(C#N)CC1,"['C', 'N', '(', 'C', 'C', 'C', 'C', 'C', '#', 'N', ')', 'C', '1', 'C', 'C', '1']","['C', 'N', '(', 'C', 'C', 'C', 'C', 'C', '#', 'N', ')', 'C', '1', '(', 'C', '#', 'N', ')', 'C', 'C', '1']"
GRU,2,16,0,Brc1ccnc2ccccc12,Brc1ccnc2[nH]c3ccccc3c12,"['B', 'r', 'c', '1', 'c', 'c', 'n', 'c', '2', 'c', 'c', 'c', 'c', 'c', '1', '2']","['B', 'r', 'c', '1', 'c', 'c', 'n', 'c', '2', '[', 'n', 'H', ']', 'c', '3', 'c', 'c', 'c', 'c', 'c', '3', 'c', '1', '2']"
GRU,2,16,0,CCc1cc(SCCN)ncn1,CCc1cc(SCCN(C)C)ncn1,"['C', 'C', 'c', '1', 'c', 'c', '(', 'S', 'C', 'C', 'N', ')', 'n', 'c', 'n', '1']","['C', 'C', 'c', '1', 'c', 'c', '(', 'S', 'C', 'C', 'N', '(', 'C', ')', 'C', ')', 'n', 'c', 'n', '1']"
GRU,2,16,1,CC(C)CCc1cnccc1N,CC(C)CCc1cnccc1N,"['C', 'C', '(', 'C', ')', 'C', 'C', 'c', '1', 'c', 'n', 'c', 'c', 'c', '1', 'N']","['C', 'C', '(', 'C', ')', 'C', 'C', 'c', '1', 'c', 'n', 'c', 'c', 'c', '1', 'N']"
GRU,2,16,0,N#Cc1cncc(Cl)c1S,N#Cc1cncc([N+](=O)[O-])c1S(=O)(=O)c1ccc(Cl)c(Cl)c1,"['N', '#', 'C', 'c', '1', 'c', 'n', 'c', 'c', '(', 'C', 'l', ')', 'c', '1', 'S']","['N', '#', 'C', 'c', '1', 'c', 'n', 'c', 'c', '(', '[', 'N', '+', ']', '(', '=', 'O', ')', '[', 'O', '-', ']', ')', 'c', '1', 'S', '(', '=', 'O', ')', '(', '=', 'O', ')', 'c', '1', 'c', 'c', 'c', '(', 'C', 'l', ')', 'c', '(', 'C', 'l', ')', 'c', '1']"
GRU,2,16,1,C[C@H](N)c1cncs1,C[C@H](N)c1cncs1,"['C', '[', 'C', '@', 'H', ']', '(', 'N', ')', 'c', '1', 'c', 'n', 'c', 's', '1']","['C', '[', 'C', '@', 'H', ']', '(', 'N', ')', 'c', '1', 'c', 'n', 'c', 's', '1']"
GRU,2,16,0,COC[C@](C)(CN)CO,COC[C@](C)(CN)C[C@H](C)C(=O)O,"['C', 'O', 'C', '[', 'C', '@', ']', '(', 'C', ')', '(', 'C', 'N', ')', 'C', 'O']","['C', 'O', 'C', '[', 'C', '@', ']', '(', 'C', ')', '(', 'C', 'N', ')', 'C', '[', 'C', '@', 'H', ']', '(', 'C', ')', 'C', '(', '=', 'O', ')', 'O']"
GRU,2,16,0,COc1ccc(OCCN)cc1,COc1ccc(OCCN)c([N+](=O)[O-])c1,"['C', 'O', 'c', '1', 'c', 'c', 'c', '(', 'O', 'C', 'C', 'N', ')', 'c', 'c', '1']","['C', 'O', 'c', '1', 'c', 'c', 'c', '(', 'O', 'C', 'C', 'N', ')', 'c', '(', '[', 'N', '+', ']', '(', '=', 'O', ')', '[', 'O', '-', ']', ')', 'c', '1']"
GRU,2,16,1,COC(=O)NCCC1CCC1,COC(=O)NCCC1CCC1,"['C', 'O', 'C', '(', '=', 'O', ')', 'N', 'C', 'C', 'C', '1', 'C', 'C', 'C', '1']","['C', 'O', 'C', '(', '=', 'O', ')', 'N', 'C', 'C', 'C', '1', 'C', 'C', 'C', '1']"
GRU,2,16,1,CN(C)CCNC1CCOCC1,CN(C)CCNC1CCOCC1,"['C', 'N', '(', 'C', ')', 'C', 'C', 'N', 'C', '1', 'C', 'C', 'O', 'C', 'C', '1']","['C', 'N', '(', 'C', ')', 'C', 'C', 'N', 'C', '1', 'C', 'C', 'O', 'C', 'C', '1']"
GRU,2,16,0,c1cnn(C2CCCC2)c1,c1ccn([C@@H]2CCCC2(C)C)c1,"['c', '1', 'c', 'n', 'n', '(', 'C', '2', 'C', 'C', 'C', 'C', '2', ')', 'c', '1']","['c', '1', 'c', 'c', 'n', '(', '[', 'C', '@@', 'H', ']', '2', 'C', 'C', 'C', 'C', '2', '(', 'C', ')', 'C', ')', 'c', '1']"
GRU,2,16,0,COCc1cc(Cl)ccc1N,COCc1cc(Cl)ccc1[N+](=O)[O-],"['C', 'O', 'C', 'c', '1', 'c', 'c', '(', 'C', 'l', ')', 'c', 'c', 'c', '1', 'N']","['C', 'O', 'C', 'c', '1', 'c', 'c', '(', 'C', 'l', ')', 'c', 'c', 'c', '1', '[', 'N', '+', ']', '(', '=', 'O', ')', '[', 'O', '-', ']']"
GRU,2,16,0,COC1=CN(C)CCC1=O,COC1=CN(C)C(=O)C[C@@H]1C,"['C', 'O', 'C', '1', '=', 'C', 'N', '(', 'C', ')', 'C', 'C', 'C', '1', '=', 'O']","['C', 'O', 'C', '1', '=', 'C', 'N', '(', 'C', ')', 'C', '(', '=', 'O', ')', 'C', '[', 'C', '@@', 'H', ']', '1', 'C']"
GRU,2,16,1,Cc1cc(N)cc(CN)c1,Cc1cc(N)cc(CN)c1,"['C', 'c', '1', 'c', 'c', '(', 'N', ')', 'c', 'c', '(', 'C', 'N', ')', 'c', '1']","['C', 'c', '1', 'c', 'c', '(', 'N', ')', 'c', 'c', '(', 'C', 'N', ')', 'c', '1']"
GRU,2,16,0,Nc1cc2c(s1)CCCC2,Nc1cc2c(s1)[C@@H](C(=O)O)CCCC2,"['N', 'c', '1', 'c', 'c', '2', 'c', '(', 's', '1', ')', 'C', 'C', 'C', 'C', '2']","['N', 'c', '1', 'c', 'c', '2', 'c', '(', 's', '1', ')', '[', 'C', '@@', 'H', ']', '(', 'C', '(', '=', 'O', ')', 'O', ')', 'C', 'C', 'C', 'C', '2']"
GRU,2,16,0,Brc1ccc2ccncc2c1,Brc1ccc2ccc(-c3cnccn3)c([N+](=O)[O-])c2c1,"['B', 'r', 'c', '1', 'c', 'c', 'c', '2', 'c', 'c', 'n', 'c', 'c', '2', 'c', '1']","['B', 'r', 'c', '1', 'c', 'c', 'c', '2', 'c', 'c', 'c', '(', '-', 'c', '3', 'c', 'n', 'c', 'c', 'n', '3', ')', 'c', '(', '[', 'N', '+', ']', '(', '=', 'O', ')', '[', 'O', '-', ']', ')', 'c', '2', 'c', '1']"
GRU,2,16,1,C=CCN(CCC)CC(C)C,C=CCN(CCC)CC(C)C,"['C', '=', 'C', 'C', 'N', '(', 'C', 'C', 'C', ')', 'C', 'C', '(', 'C', ')', 'C']","['C', '=', 'C', 'C', 'N', '(', 'C', 'C', 'C', ')', 'C', 'C', '(', 'C', ')', 'C']"
GRU,2,16,0,CCOC(=O)C=C1COC1,CCOC(=O)C=C(CO)[C@@H]1CCOC1,"['C', 'C', 'O', 'C', '(', '=', 'O', ')', 'C', '=', 'C', '1', 'C', 'O', 'C', '1']","['C', 'C', 'O', 'C', '(', '=', 'O', ')', 'C', '=', 'C', '(', 'C', 'O', ')', '[', 'C', '@@', 'H', ']', '1', 'C', 'C', 'O', 'C', '1']"
GRU,2,16,0,CCOC1CCN(CCN)CC1,CCOC1CCN(CCN(C)CC(N)=O)CC1,"['C', 'C', 'O', 'C', '1', 'C', 'C', 'N', '(', 'C', 'C', 'N', ')', 'C', 'C', '1']","['C', 'C', 'O', 'C', '1', 'C', 'C', 'N', '(', 'C', 'C', 'N', '(', 'C', ')', 'C', 'C', '(', 'N', ')', '=', 'O', ')', 'C', 'C', '1']"
GRU,2,16,0,CCCCNC(=O)OCC#CI,CCCCNC(=O)OCC#CC#N,"['C', 'C', 'C', 'C', 'N', 'C', '(', '=', 'O', ')', 'O', 'C', 'C', '#', 'C', 'I']","['C', 'C', 'C', 'C', 'N', 'C', '(', '=', 'O', ')', 'O', 'C', 'C', '#', 'C', 'C', '#', 'N']"
GRU,2,16,0,CCNC(=S)NC(=O)OC,CCNC(=S)NC(=O)c1cc([N+](=O)[O-])ccc1OC,"['C', 'C', 'N', 'C', '(', '=', 'S', ')', 'N', 'C', '(', '=', 'O', ')', 'O', 'C']","['C', 'C', 'N', 'C', '(', '=', 'S', ')', 'N', 'C', '(', '=', 'O', ')', 'c', '1', 'c', 'c', '(', '[', 'N', '+', ']', '(', '=', 'O', ')', '[', 'O', '-', ']', ')', 'c', 'c', 'c', '1', 'O', 'C']"
GRU,2,16,0,CN(CCCCCF)CCOCCN,CN(CCCCCF)CCN(C)CCOCCF,"['C', 'N', '(', 'C', 'C', 'C', 'C', 'C', 'F', ')', 'C', 'C', 'O', 'C', 'C', 'N']","['C', 'N', '(', 'C', 'C', 'C', 'C', 'C', 'F', ')', 'C', 'C', 'N', '(', 'C', ')', 'C', 'C', 'O', 'C', 'C', 'F']"
GRU,2,16,0,O=C1C=COC12CCCC2,O=C1CCOC(=O)[C@@H]1C1(C#N)CCCC1,"['O', '=', 'C', '1', 'C', '=', 'C', 'O', 'C', '1', '2', 'C', 'C', 'C', 'C', '2']","['O', '=', 'C', '1', 'C', 'C', 'O', 'C', '(', '=', 'O', ')', '[', 'C', '@@', 'H', ']', '1', 'C', '1', '(', 'C', '#', 'N', ')', 'C', 'C', 'C', 'C', '1']"
GRU,2,16,0,CN(C)Cc1noc(N)n1,CN(C)Cc1noc([C@@H](N)c2cc([N+](=O)[O-])ccn2)n1,"['C', 'N', '(', 'C', ')', 'C', 'c', '1', 'n', 'o', 'c', '(', 'N', ')', 'n', '1']","['C', 'N', '(', 'C', ')', 'C', 'c', '1', 'n', 'o', 'c', '(', '[', 'C', '@@', 'H', ']', '(', 'N', ')', 'c', '2', 'c', 'c', '(', '[', 'N', '+', ']', '(', '=', 'O', ')', '[', 'O', '-', ']', ')', 'c', 'c', 'n', '2', ')', 'n', '1']"
GRU,2,16,1,O=C(NCCCCO)OCCCF,O=C(NCCCCO)OCCCF,"['O', '=', 'C', '(', 'N', 'C', 'C', 'C', 'C', 'O', ')', 'O', 'C', 'C', 'C', 'F']","['O', '=', 'C', '(', 'N', 'C', 'C', 'C', 'C', 'O', ')', 'O', 'C', 'C', 'C', 'F']"
GRU,2,16,1,CC(C)c1cccc(O)c1,CC(C)c1cccc(O)c1,"['C', 'C', '(', 'C', ')', 'c', '1', 'c', 'c', 'c', 'c', '(', 'O', ')', 'c', '1']","['C', 'C', '(', 'C', ')', 'c', '1', 'c', 'c', 'c', 'c', '(', 'O', ')', 'c', '1']"
GRU,2,16,1,COc1cc2ccncc2cn1,COc1cc2ccncc2cn1,"['C', 'O', 'c', '1', 'c', 'c', '2', 'c', 'c', 'n', 'c', 'c', '2', 'c', 'n', '1']","['C', 'O', 'c', '1', 'c', 'c', '2', 'c', 'c', 'n', 'c', 'c', '2', 'c', 'n', '1']"
GRU,2,16,0,COCC(C)(C)CNCCSC,COCC(C)(C)CNCC[S@](=O)CCSC,"['C', 'O', 'C', 'C', '(', 'C', ')', '(', 'C', ')', 'C', 'N', 'C', 'C', 'S', 'C']","['C', 'O', 'C', 'C', '(', 'C', ')', '(', 'C', ')', 'C', 'N', 'C', 'C', '[', 'S', '@', ']', '(', '=', 'O', ')', 'C', 'C', 'S', 'C']"
GRU,2,16,0,Brc1ccsc1C1OCCO1,Brc1ccsc1C1([C@@H]2CCOC2)OCC1,"['B', 'r', 'c', '1', 'c', 'c', 's', 'c', '1', 'C', '1', 'O', 'C', 'C', 'O', '1']","['B', 'r', 'c', '1', 'c', 'c', 's', 'c', '1', 'C', '1', '(', '[', 'C', '@@', 'H', ']', '2', 'C', 'C', 'O', 'C', '2', ')', 'O', 'C', 'C', '1']"
GRU,2,16,1,CCC1CC(C(=O)O)C1,CCC1CC(C(=O)O)C1,"['C', 'C', 'C', '1', 'C', 'C', '(', 'C', '(', '=', 'O', ')', 'O', ')', 'C', '1']","['C', 'C', 'C', '1', 'C', 'C', '(', 'C', '(', '=', 'O', ')', 'O', ')', 'C', '1']"
GRU,3,16,0,CSCCCS[C@@H](C)CO,CSCCCS[C@@H](C)C(=O)O,"['C', 'S', 'C', 'C', 'C', 'S', '[', 'C', '@@', 'H', ']', '(', 'C', ')', 'C', 'O']","['C', 'S', 'C', 'C', 'C', 'S', '[', 'C', '@@', 'H', ']', '(', 'C', ')', 'C', '(', '=', 'O', ')', 'O']"
GRU,3,16,1,CC(C)SCSCCC(N)=O,CC(C)SCSCCC(N)=O,"['C', 'C', '(', 'C', ')', 'S', 'C', 'S', 'C', 'C', 'C', '(', 'N', ')', '=', 'O']","['C', 'C', '(', 'C', ')', 'S', 'C', 'S', 'C', 'C', 'C', '(', 'N', ')', '=', 'O']"
GRU,3,16,1,COCCOCCCNC(=O)CN,COCCOCCCNC(=O)CN,"['C', 'O', 'C', 'C', 'O', 'C', 'C', 'C', 'N', 'C', '(', '=', 'O', ')', 'C', 'N']","['C', 'O', 'C', 'C', 'O', 'C', 'C', 'C', 'N', 'C', '(', '=', 'O', ')', 'C', 'N']"
GRU,3,16,0,Brc1ccnc2cccnc12,Brc1ccnc2cccc(Br)c1[C@H]1C[C@H]21,"['B', 'r', 'c', '1', 'c', 'c', 'n', 'c', '2', 'c', 'c', 'c', 'n', 'c', '1', '2']","['B', 'r', 'c', '1', 'c', 'c', 'n', 'c', '2', 'c', 'c', 'c', 'c', '(', 'B', 'r', ')', 'c', '1', '[', 'C', '@', 'H', ']', '1', 'C', '[', 'C', '@', 'H', ']', '2', '1']"
GRU,3,16,1,CSc1ccccc1/C=N/O,CSc1ccccc1/C=N/O,"['C', 'S', 'c', '1', 'c', 'c', 'c', 'c', 'c', '1', '/', 'C', '=', 'N', '/', 'O']","['C', 'S', 'c', '1', 'c', 'c', 'c', 'c', 'c', '1', '/', 'C', '=', 'N', '/', 'O']"
GRU,3,16,0,O[C@@H]1C=CCCCCC1,O[C@@H]1C=CCCCCC[C@H]1C=O,"['O', '[', 'C', '@@', 'H', ']', '1', 'C', '=', 'C', 'C', 'C', 'C', 'C', 'C', '1']","['O', '[', 'C', '@@', 'H', ']', '1', 'C', '=', 'C', 'C', 'C', 'C', 'C', 'C', '[', 'C', '@', 'H', ']', '1', 'C', '=', 'O']"
